job_name,company,address,job_tags,salary,job_info,job_link
日语java/.net/cobol软件开发工程师-中高级,Uniqsys优尼卡日本株式会社,東京都江戸川区平井6-70-11,加班补助;包住;交通补助;房补;住房补贴;无试用期;周末双休,2万-4万/月,"直招岗位：赴日软件工程师※本职位为日本工作职位，简历请写明日语等级，不会日语的勿投，感谢配合！！！工作地点：东京及周边岗位要求：1、计算机相关专业本科以上学历，日语2级以上，能够进行日常会话，能正确理解设计书内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA，.NET，C#，C++/C，SAP，PHP，COBOL，IOS，Android，Salesforce,Python,CRM(dynamicsAX)等；有上述开发语言资格证书、oracle金银牌、CCNA或CCNP等计算机软硬件相关证书者可优先录用；3、要求身体健康，有敬业精神，对工作认真负责，能主动积极应对各项任务，能听从指挥，不消极找借口等靠要，诚实守信，做事耐心。4、能够接受长期日本出差。薪资待遇：日本员工同等待遇，视日语水平，工作经验而定（20万～60万日元/月）免费宿舍，交通补助，定期加薪，免费培训，定期团建，员工旅游，节日福利
                ",https://m.zhaopin.com//jobs/84291019000180728804/
性能测试工程师,北京数盾信息科技有限公司,北京市丰台区南四环汉威国际三区四号楼,五险一金;绩效奖金;加班补助;全勤奖;交通补助;餐补;通讯补贴;带薪年假,1万-2万/月,"位要求：-能熟练地应用以下一门或几门技术进行软件测试：1、3年以上测试经验，包含2年性能测试经验；2、精通LoadRunner、jmeter或其他流行的性能测试工具的使用,能够编写性能测试脚本；3、精通shell,perl,java,php,c,c++脚本或开发语言一种以上；4、熟练撰写性能测试报告或其他性能相关的文档；5、熟练使用linux系统，对系统配置熟悉；6、熟悉MySql/Oracle及相关数据库技术 。-快速的产品及业务学习能力，敏捷而周到的逻辑思维能力-有责任心，敢于担当，工作积极主动-具备良好的团队合作精神，能融入多功能团队-与其他部门同事进行良好的沟通及合作
                ",https://m.zhaopin.com//jobs/141071850250358/
vba开发工程师,博睿盛伦国际咨询(北京)有限公司,北京市朝阳区东四环广渠路11号金泰国际大厦,五险一金;年底双薪;绩效奖金;带薪年假;弹性工作;定期体检;员工旅游;节日福利,5千-1万/月,"岗位职责:1、项目数据整理及清洗；2、利用VBA进行Excel自动报告系统开发；3、利用VBA进行Excel动态图表系统开发；4、利用VBA开发工作中常用工具；5、数据库的架构、设计及优化；6、Web系统及数据库的日常维护工作。任职需求：1、爱好VBA开发工作，具有较强技术探索能力；2、具有较强的数据可视化及数据整理分析能力；3、精通Excel（函数使用及图表设计能力较强）、精通VBA，具有独立VBA项目开发经验；4、熟悉SQL语言及常用数据库（Mysql、SqlSever等），具有一定的数据库清洗经验；5、有一定的UI设计经验（熟练使用PS）者优先；6、熟悉Html、css、js、php等网站开发语言，具有一定的网站开发经验者优先；7、有计算机软硬件维护及系统优化经验者优先。
                ",https://m.zhaopin.com//jobs/178580428250157/
赴日java/.net/cobol软件开发工程师-中高级,Uniqsys优尼卡日本株式会社,東京都江戸川区平井6-70-11,加班补助;包住;交通补助;房补;住房补贴;无试用期;周末双休,2万-4万/月,"※本职位为日本工作职位，简历请写明日语等级，不会日语的勿投，感谢配合！！！工作地点：东京及周边岗位要求：1、计算机相关专业本科以上学历，日语2级以上，能够进行日常会话，能正确理解设计书内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA，.NET，C#，C++/C，SAP，PHP，COBOL，IOS，Android，Salesforce,Python,CRM(dynamicsAX)等；有上述开发语言资格证书、oracle金银牌、CCNA或CCNP等计算机软硬件相关证书者可优先录用；3、要求身体健康，有敬业精神，对工作认真负责，能主动积极应对各项任务，能听从指挥，不消极找借口等靠要，诚实守信，做事耐心。4、能够接受长期日本出差。薪资待遇：日本员工同等待遇，视日语水平，工作经验而定（20万～60万日元/月）免费宿舍，交通补助，定期加薪，免费培训，定期团建，员工旅游，节日福利
                ",https://m.zhaopin.com//jobs/84291019000175192904/
日语Java/Python开发工程师,Uniqsys优尼卡日本株式会社,東京都江戸川区平井6-70-11,加班补助;包住;交通补助;房补;住房补贴;无试用期;周末双休,1.5万-3万/月,"※本职位为日本工作职位，简历请写明日语等级，不会日语的请勿投递，感谢配合！！！工作地点：东京及周边岗位要求：1、计算机相关专业本科以上学历，日语3级以上，能看懂日文式样书并正确理解内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA,.NET,C#,C++/C,SAP,PHP,COBOL,IOS,Android,Salesforce,Python,CRM(dynamicsAX)等；有上述开发语言资格证书、oracle金银牌、CCNA或CCNP等计算机软硬件相关证书者可优先录用；3、要求身体健康，有敬业精神，对工作认真负责，能主动积极应对各项任务，能听从指挥，不消极找借口等靠要，诚实守信，做事耐心。4、能够接受长期日本出差。薪资待遇：日本员工同等待遇，视日语水平，工作经验而定（20万～60万日元/月）免费宿舍，交通补助，定期加薪，免费培训，定期团建，员工旅游，节日福利等
                ",https://m.zhaopin.com//jobs/84291019000176409204/
系统维护工程师,北京航天紫光科技有限公司,石景山区点石商务公园,五险一金;周末双休;餐补;通讯补贴;带薪年假;定期体检;补充医疗保险,1.5万-2万/月,,https://m.zhaopin.com//jobs/62613413000130938811/
信息流投放专员,北京科发源医院管理有限公司,北京市海淀区海淀南路13号亿方大厦6层（科发源植发医院）,绩效奖金;节日福利;员工旅游;带薪年假;包吃,5千-8千/月,"岗位职责：岗位职责：1、负责百度信息流、微博粉丝通、今日头条等信息流广告投放及优化；2、实时监控媒体渠道、着陆页、咨询软件等效果，及时调整优化，提高转化率；3、百度信息流、今日头条、微博粉丝通等平台创意的撰写，图片素材的甄选、推广页面的策划等；4、统计并分析相关推广数据，从数据中发现问题，及时调整优化投放策略；             5、能制定投放策略和投放方案！ 6、完成领导交办的其他事宜；任职资格：1 学历及专业：大专及以上，计算机相关专业、新闻媒体类专业、经过专门院校培训2 年龄： 20-283 工作经验： 2年以上有医疗整形行业相关的工作经验优先4 能力要求： 高抗压能力，有上进心有冲劲，语言表达能力强，性格外向5 知识要求：熟悉html语言，有简单asp、php、mysql、ps基础，熟悉office办公
                ",https://m.zhaopin.com//jobs/36833051700105560612/
赴日java/Python软件开发-日语必须,Uniqsys优尼卡日本株式会社,東京都江戸川区平井6-70-11,,1.5万-3万/月,"※本职位为日本工作职位，简历请写明日语等级，不会日语的勿投，感谢配合！！！岗位要求：1、计算机相关专业本科以上学历，日语3级以上，能够进行日常会话，能正确理解设计书内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA，.NET，C#，C++/C，SAP，PHP，COBOL，IOS，Android，Salesforce，Python，CRM(dynamicsAX)等；有上述开发语言资格证书、oracle金银牌、CCNA或CCNP等计算机软硬件相关证书者可优先录用；3、为人忠厚老实，踏实勤奋，能够积极主动的完成上级交给的任务4、能够接受长期日本出差。工作地点：东京薪资待遇：日本员工同等待遇，视日语水平，工作经验而定（20万～60万日元/月）免费宿舍，交通补助，定期加薪，免费培训，定期团建，员工旅游，节日福利
                ",https://m.zhaopin.com//jobs/84291019000181377304/
Java开发工程师（实习生包住）,北京启涅文化发展有限公司,北京市昌平区北七家镇,五险一金;年底双薪;绩效奖金;年终分红;股票期权;弹性工作;带薪年假;14薪,2千-4千/月,"职位描述：1、应往届大专及以上学历，有较强的学习能力、语言沟通能力、对IT软件行业发展看好； 2、计算机(网络)、信息管理、经济管理、电子技术、工业工程、自动化、物流供应、自动化、电子商务、机械类、应用数学等相关专业；3、有计算机语言基础者优先，如：C语言、JAVA、.Net、PHP等；4、可接受入职前项目技能实习；工作职责：一、岗位职责:1、全程参与软件项目的需求分析、设计、开发及测试等几个阶段；2、参与重点、难点技术攻关；3、软件项目关键、重点模块研发实现；4、参与软件质量管理，负责保障代码质量，软件项目的持续优化、改进工作。
                ",https://m.zhaopin.com//jobs/55535932000115776513/
计算机图书编辑,北京金企鹅文化发展中心,北京市海淀区大钟寺 13 号院华杰大厦 4C9 室 ,五险一金;绩效奖金;交通补助;餐补;年底双薪,8千-1万/月,"职位描述：1. 参与并负责与计算机相关图书的选题策划与编写工作，参与公司网站、管理系统、教育平台的开发。2. 负责联系与沟通外约作者，以及寻找优秀作者。3. 负责书稿的审查，按出版标准进行稿件的审读与编辑加工。4. 其他相关工作。职位要求：1. 本科以上学历，计算机专业、网站开发或相关专业毕业。2. 精通C#、Java、PHP、JSP等程序开发语言两种以上；精通常用数据库开发技术，如SQL Server；精通Linux、Android、ios等平台。3. 具备扎实的文字功底，在校学习成绩优秀。4. 热爱本职工作，责任心强、谦虚好学、细心认真、积极向上，有团队合作精神。5. 有实际开发或相关优秀图书编写经验者优先。
                ",https://m.zhaopin.com//jobs/146186879250089/
赴日java/.net/cobol软件开发工程师-初级,Uniqsys优尼卡日本株式会社,東京都江戸川区平井6-70-11,加班补助;包住;交通补助;房补;住房补贴;无试用期;周末双休,1万-2万/月,"※本职位为日本工作职位，简历请写明日语等级，不会日语的勿投，感谢配合！！！工作地点：东京及周边岗位要求：1、计算机相关专业本科以上学历，日语3级以上，能正确理解设计书内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA，.NET，C#，C++/C，SAP，PHP，COBOL，IOS，Android，Salesforce,Python,CRM(dynamicsAX)等；有上述开发语言资格证书、oracle金银牌、CCNA或CCNP等计算机软硬件相关证书者可优先录用；3、要求身体健康，有敬业精神，对工作认真负责，能主动积极应对各项任务，能听从指挥，不消极找借口等靠要，诚实守信，做事耐心。4、能够接受长期日本出差。薪资待遇：日本员工同等待遇，视日语水平，工作经验而定（20万～60万日元/月）免费宿舍，交通补助，定期加薪，免费培训，定期团建，员工旅游，节日福利
                ",https://m.zhaopin.com//jobs/84291019000175193504/
java,华软汇智（北京）国际软件技术研究院,中关村软件园,五险一金;年底双薪;绩效奖金;年终分红;加班补助;全勤奖;包住;交通补助,2千-4千/月,"一、就职方向：JAVA软件开发工程师、软件测试工程师、程序员、WEB前端开发工程师等。二、岗位职责：1、开发基于JAVA语言相关应用；全程参与软件项目的需求分析、设计、开发及测试2、参与重点、难点技术攻关；软件项目关键、重点模块研发实现；3、参与软件质量管理，负责保障代码质量，软件项目的持续优化、改进工作；三、岗位要求：1、大专以上学历，有计算机语言者优先(C语言、C++、C#、JAVA、.Net、PHP等)；2、应往届理工类毕业生优先，计算机、软件工程、电子信息、机械、自动化等相关专业均可；3、具有阅读相关技术需求文档能力；具有一定的软件设计及文档编写能力；4、具有良好的语言表达本和沟通能力，富有进取心，能承受一定的工作压力。四、福利待遇：1、提供免费住宿（正规员工公寓）2、周末双休、餐费补贴、通讯补贴、住宿补贴、专业培训、节日福利。3、享受国家规定的保险福利待遇（五险一金、带薪年假、各项补助等）；
                ",https://m.zhaopin.com//jobs/57051562000116511510/
游戏测试实习生/测试助理,北京京鸿智武科技有限公司,北京市海淀区上地东路1号盈创动力A座北厅,每年多次调薪;绩效奖金;交通补助;餐补;通讯补贴;带薪年假;员工旅游;五险一金,1万-1.5万/月,"任职要求：1、应、往届计算机、信息、软件、电子技术、自动化、电子商务等相关专业理 工科的专、本科学生，有项目经验者优先；2、可无基础及转行人士，面试通过有资历深的老员工带领；3、对编程感兴趣，有志于在IT行业发展；4、有计算机语言基础，如：JAVA、C语言、C++、C#、.Net、JSP、 PHP、HTM等；5、有较强的自学能力和攻克技术难点的能力，有良好的沟通能力、积极主动性、 条理性和逻辑思维能力；6、学习能力强，注重团队协作精神；7、抗压性强，能承受工作带来的一定压力。
                ",https://m.zhaopin.com//jobs/cz641725480j00102875115/
服务端工程师,多拿米网络科技(北京)有限公司,北京市海淀区大钟寺华杰大厦,五险一金;绩效奖金;带薪年假;弹性工作;员工旅游,1.5万-2.5万/月,"岗位职责：   负责公司网站、内外部系统开发协助运营活动进行开发  协助APP服务端开发及架构调整任职要求：全日制本科毕业熟练掌握PHP开发技术熟悉LNMP架构，熟悉MySQL、Redis熟练使用并深入了解至少一种PHP框架了解JavaSript、HTML、CSS、AJAX技术有良好的编程风格，能独立分析、解决和归纳问题；具有优秀的团队精神和自学能力待遇可视个人水平进行调整
                ",https://m.zhaopin.com//jobs/27162968200024542609/
计算机老师,北京商鲲教育控股集团有限公司,北京工商联大厦一、四、七层,,6千-8千/月,,https://m.zhaopin.com//jobs/54694232100076844014/
java实习生,华软汇智（北京）国际软件技术研究院,中关村软件园,五险一金;年底双薪;绩效奖金;年终分红;加班补助;全勤奖;包住;交通补助,2千-4千/月,"岗位职责：1、在上级的领导和监督下定期完成工作要求； 2、能处理和解决所负责的任务； 3、根据开发进度和任务分配，完成相应模块软件编码、调试任务； 4、维护软件使之保持可用性和稳定性。岗位要求：1、18-30周岁，中专以上学历，不限专业（计算机优先）；2、热爱IT行业，乐于从事软件开发、测试、实施、运营维护等相关工作；3、有计算机基础者优先，如：C语言、C++、C#、JAVA、.Net、 PHP、HTML等；4、具备良好的职业素养和团队协作精神，以及较强的学习能力，承担独立开发的任务；5、具有独立分析问题和解决问题的能力，工作认真、踏实，责任心强；6、欢迎应往届毕业生的加入（可接受优秀在校生），根据能力等综合条件，给予相应的发展空间。公司福利：1、员工可提供住宿；2、工作时间：早9-晚6 双休 法定假日休息，带薪年假；3、签订正式劳动合同，从试用期开始缴纳五险一金；4、日常补贴（话费、工作餐、交通费补贴）；5、正式员工享受十四薪及年终奖；                       6、待遇：转正6000起+项目奖金；7、每年享受国家规定的带薪年假、法定节假日等福利。晋升空间：软件开发实习生→软件开发工程师 → 高级软件开发→  项目经理→ 项目总监→CTO
                ",https://m.zhaopin.com//jobs/57051562000116516010/
软件开发工程师（定制化开发）,北京国际度假区有限公司,通州区北京环球主题公园及度假区,五险一金;年底双薪;交通补助;餐补;带薪年假;通讯补贴,3万-5万/月,,https://m.zhaopin.com//jobs/62146483000108675809/
网站建设开发（独立建站、维护）,北京昌运律师事务所,北京市东城区南竹杆胡同一号，朝阳门SOHO 701,年底双薪;不加班;节日福利;全勤奖;五险一金;周末双休;员工旅游,4千-8千/月,"没有独立建站能力(前后端都熟悉)的请不要投。岗位职责：1、负责律师事务所网建设与维护；2、负责律师事务所活动网页制作与维护；3、负责律师事务所的宣传产品进行平面设计；4、负责网站视觉设计（界面设计、图标设计）和交互设计；任职资格：1、2年以上相关工作经验能够独立建站，有网站成功开发经验优先考虑。2、熟悉熟悉Photoshop、Illustrator、Flash等设计软件等设计软件优先考虑3、熟悉php＋mysql+Apache开发平台；4、了解Web开发相关技术；熟悉PHP，MySQL，HTML等；5、有设计功底、创意、思维能力，能及时把握客户需求。
                ",https://m.zhaopin.com//jobs/621813228250017/
运维工程师（实习岗位）,北京元安物联技术有限公司,北京市朝阳区望京街9号望京国际商业中心F座B218,,4千-6千/月,,https://m.zhaopin.com//jobs/53599483000107172609/
游戏测试实习生/自动化测试助理/接受转型,北京京鸿智武科技有限公司,北京市海淀区上地东路1号盈创动力A座北厅,每年多次调薪;绩效奖金;交通补助;餐补;通讯补贴;带薪年假;员工旅游;五险一金,1万-1.5万/月,"任职要求：1、应、往届计算机、信息、软件、电子技术、自动化、电子商务等相关专业理 工科的专、本科学生，有项目经验者优先；2、可接受无基础及其他行业人士，面试通过有资历深的老员工带领；3、对编程感兴趣，有志于在IT行业发展；4、有计算机语言基础，如：JAVA、C语言、C++、C#、.Net、JSP、 PHP、HTM等；5、有较强的自学能力和攻克技术难点的能力，有良好的沟通能力、积极主动性、 条理性和逻辑思维能力；6、学习能力强，注重团队协作精神；7、抗压性强，能承受工作带来的一定压力。
                ",https://m.zhaopin.com//jobs/cz641725480j00102876915/
社工文员,北京阳光老年健康基金会,北京市东城区北京站东街8号信通大厦,带薪年假;节日福利;绩效奖金;全勤奖;包住;餐补;创业公司,3千-4千/月,"岗位职责：1、根据中心具体事务安排到各服务岗，协助中心主任开展公益遗嘱服务实践工作；2、对服务对象相关资料进行收集、整理、分析，跟踪记录服务过程，提供服务建议；3、参与机构公益宣传活动的策划、组织、宣传等工作，宣扬机构服务理念；4、完成中心主任及上级领导交办的其他工作。5、负责中华遗嘱库项目运作任职要求：1、社会工作及相关专业（心理学、社会学、康复、社区管理等）本科及以上学历；2、有亲和力，热爱社会工作，善于思考，具有良好的沟通能力、组织协调能力、团队合作能力及参与开展服务的能力；3.认同社会工作价值理念，有良好的服务意识，有投身于社会工作事业的意愿；员工福利：1、入职购买五险；2、按国家标准法定休假；3、公司高速发展，发展空间大，成就有梦想、有追求的年轻人；4、出差福利：享受领导同等待遇，享有出差补贴和各项奖励；5、公司对业绩、贡献、表现突出的员工设立各项奖励；6、全面完善的内部培训机制：①入职培训②法律专业知识培训③会务培训④自我提升培训公司介绍：中华遗嘱库是由中国老龄事业发展基金会和北京阳光老年健康基金会共同发起主办、由北京阳光老年健康基金会承办的公益项目。中华遗嘱库已经获得北京市社会建设专项资金支持，获得首届“首都慈善奖”，入围第十届“中华慈善奖”。中华遗嘱库为年满六十周岁、资产不超过两套房的老年人提供免费遗嘱咨询、登记和保管服务，面向非公益客户提供专业市场化服务。中华遗嘱库建立了一整套符合法律规定的软件和硬件流程，通过专业登记软件，借助人脸识别、身份验证、密室登记、指纹扫描、现场影像、专业见证、文件存档和保密保管等功能，使立遗嘱人订立遗嘱的真实性得到了有力保障。涉及诉讼的，中华遗嘱库还将依法为当事人出具证明文件。2018年起，中华遗嘱库系统接入“司法电子证据云平台”，通过区块链技术进行备案，可供法官在庭审中直接查看和核验。秉承“解后顾之忧，传和谐家风”的宗旨，中华遗嘱库将向全社会传播幸福留言理念，帮助更多人管理好家庭事务，和谐传承财富、传递幸福、传递关爱。公明集团网址：http://www.gmyc.org.cn/中华遗嘱库网址：http://www.will.org.cn/portal.php北京阳光老年健康基金会：http://www.sshf.org.cn/m北京市中凯律师事务所：http://www.zhongkailaw.com.cn/
                ",https://m.zhaopin.com//jobs/50631282700126238611/
社工文员,北京阳光老年健康基金会,西城区西交民巷73号,带薪年假;节日福利;绩效奖金;全勤奖;包住;餐补;创业公司,3千-4千/月,"岗位职责：1、根据中心具体事务安排到各服务岗，协助中心主任开展公益遗嘱服务实践工作；2、对服务对象相关资料进行收集、整理、分析，跟踪记录服务过程，提供服务建议；3、参与机构公益宣传活动的策划、组织、宣传等工作，宣扬机构服务理念；4、完成中心主任及上级领导交办的其他工作。5、负责中华遗嘱库项目运作任职要求：1、社会工作及相关专业（心理学、社会学、康复、社区管理等）本科及以上学历；2、有亲和力，热爱社会工作，善于思考，具有良好的沟通能力、组织协调能力、团队合作能力及参与开展服务的能力；3.认同社会工作价值理念，有良好的服务意识，有投身于社会工作事业的意愿；员工福利：1、入职购买五险；2、按国家标准法定休假；3、公司高速发展，发展空间大，成就有梦想、有追求的年轻人；4、出差福利：享受领导同等待遇，享有出差补贴和各项奖励；5、公司对业绩、贡献、表现突出的员工设立各项奖励；6、全面完善的内部培训机制：①入职培训②法律专业知识培训③会务培训④自我提升培训公司介绍：中华遗嘱库是由中国老龄事业发展基金会和北京阳光老年健康基金会共同发起主办、由北京阳光老年健康基金会承办的公益项目。中华遗嘱库已经获得北京市社会建设专项资金支持，获得首届“首都慈善奖”，入围第十届“中华慈善奖”。中华遗嘱库为年满六十周岁、资产不超过两套房的老年人提供免费遗嘱咨询、登记和保管服务，面向非公益客户提供专业市场化服务。中华遗嘱库建立了一整套符合法律规定的软件和硬件流程，通过专业登记软件，借助人脸识别、身份验证、密室登记、指纹扫描、现场影像、专业见证、文件存档和保密保管等功能，使立遗嘱人订立遗嘱的真实性得到了有力保障。涉及诉讼的，中华遗嘱库还将依法为当事人出具证明文件。2018年起，中华遗嘱库系统接入“司法电子证据云平台”，通过区块链技术进行备案，可供法官在庭审中直接查看和核验。秉承“解后顾之忧，传和谐家风”的宗旨，中华遗嘱库将向全社会传播幸福留言理念，帮助更多人管理好家庭事务，和谐传承财富、传递幸福、传递关爱。公明集团网址：http://www.gmyc.org.cn/中华遗嘱库网址：http://www.will.org.cn/portal.php北京阳光老年健康基金会：http://www.sshf.org.cn/m北京市中凯律师事务所：http://www.zhongkailaw.com.cn/
                ",https://m.zhaopin.com//jobs/50631282700126238511/
研发交付技术总监,北京以萨技术股份有限公司,北京市东城区前门东大街9号公安局,五险一金;带薪年假;周末双休;节日福利,1万-2万/月,"岗位职责：负责主线产品的定制化需求的研发交付团队的管理，带领本地化团队完成以下工作；1. 基于大数据基础平台、基于海量数据存储/处理分布式平台、带领团队负责对数据分析应用系统进行定制化的需求分析、架构设计和研发；2. 基于实时计算平台的交付，根据项目实际环境负责对产品进行交付落地，包括进行定制化需求分析、架构设计、开发、部署交付、监控运维、优化升级；3. 制定项目/数据仓库设计及实现规范，指导团队成员设计研发和部署；4. 协助策略和算法团队工作，保障AI算法与客户需求进行及时沟通；5. 带领团队深入研究学习大数据相关技术和产品，跟进市场开拓需求，跟进业界先进技术；6. 负责与公司领导、市场负责人、研发资源接口；任职要求：1. 全日制本科及以上学历，5年以上软件和分布式系统研发经验，3年以上大数据系统架构经验；2. 精通Hadoop/HBase/Spark/Storm/Redis技术及其生态圈；3. 具备PHP、Python、Linux+Nginx+MySQL+PHP+Python等开发经验，熟悉数据挖掘和分析的策略与算法；4. 具备良好的系统分析能力、故障诊断能力；5. 有AI大数据策略、算法、可视化经验优先；6. 有视频解析、人脸识别、车辆识别的项目经验者优先，有公安警务行业背景、有智慧城市行业背景项目经验者优先；7. 工作地点：北京地区公安部门驻场；
                ",https://m.zhaopin.com//jobs/34078083500148820904/
系统工程师,中金数据系统有限公司,北京市北京经济技术开发区博兴八路1号,,1.5万-2万/月,"熟悉主流的IT产品（服务器、存储、虚拟化产品等）- 熟悉Window Server/Linux/UNIX/FreeBSD等操作系统以及服务器集群等；- 熟悉至少一种主流数据库，如Oracle、Mysql或DB2，熟悉使用SQL- 云计算和虚拟化技术：掌握基于X86架构的虚拟化技术和特性，熟悉业界主流的虚拟化软件产品和知识，如VMware，Critix，FusionSphere，OpenStack, Xen，KVM、 Docker，CloudStack，- 熟悉VDI/存储虚拟化/主机虚拟化/云计算中的一种或多种技术。 - 熟悉分布式系统理论与实践、自动化运维（监控、部署、调度、虚拟化等）方向领域的工作经验优先。- 拥有3年以上运营商领域工作经验，对云计算（Iaas，Paas，Saas）有较深的认识；- 熟悉负载均衡技术如：F5,LVS等，并有应用实践- 熟悉Nginx、Apache等常用的web服务器技术；- 对负载均衡有相对了解，例如LVS、haproxy、nginx；- 使用常见的监控软件，有部署程序、监控程序的丰富经验；以及监控项目和相关脚本的定制和优化，例如Zabbix、Nagios、Cacti；- 熟悉动态DNS，DHCP，LDAP，Apache，FTP，Squid，OpenVPN 等常见服务器软件原理与配置；- 参与设计/审核/优化各应用系统的体系架构,设计/实施系统的安全/分布架构/集成经验；- 熟悉服务器、小型机结构及安装；- IDC机房网络安全的管理及局域网流量策略制定及管理，保障公司IT系统基本运营。- 熟练掌握shell编程，以及PHP/Python/Perl/Ruby等脚本语言中的至少一种- 熟悉云平台维护流程，具有丰富的云平台维护经验优先
                ",https://m.zhaopin.com//jobs/13294523700048938013/
网络开发工程师,北京东方瀚海拍卖有限公司,朝阳区财富中心写字楼A座8层,绩效奖金;带薪年假;节日福利;员工旅游;高温补贴;年终分红;每年多次调薪;弹性工作,1.2万-2万/月,"岗位职责：PHP开发工作内容1. 负责产品开发和维护工作；2. 根据需求，完成程序的独立设计及代码编写，高效完成被分派的任务，保证团队工作的顺利进行；3. 配合主管在业务功能及程序思路方面能提出较好的解决方案；4. 讨论需求内容，进行需求分析，确定产品的技术解决方案和开发时间评估；Web前端工作内容1.负责前端框架设计、前端开发工作统筹。2.持续的优化相关的产品的质量、性能、用户体验。运维工作内容1.负责各平台的系统的运维、应用部署和运维开发工作；2.负责系统安全策略的管理与实施，提供标准/可靠的解决方案，保证线上环境的稳定运行；3.参与制定系统的调整和优化方案，提高系统的健壮性和服务效率；4.负责设计研发容器发版系统、数据库SQL审核系统、数据库自动化管理系统；5.负责自动化运维系统、监控系统、日志系统的建设、管理和改进优化。任职要求：1.  计算机相关专业，本科学历，3年以上相关岗位（PHP开发 + web前端 + 运维）工作经验；2.  熟练掌握HTML、CSS、 JavaScript，对 Angular、Vue、React 其中至少一种有深入研究并熟练应用；3.  熟悉Linux原理、系统、应用知识、深入了解互联网企业主流和常用的开源系统，有二次开发经验；4.  精通PHP，熟悉MVC开发，熟练使用nginx，mysql，memcache，redis ，具有TP3和TP5框架实践经验；5.  熟悉应用SQL和MYSQL数据库；6.  有阿里云、腾讯云，AWS的使用经验优先。
                ",https://m.zhaopin.com//jobs/62875223000109518214/
测试工程师,航天中认软件测评科技(北京)有限责任公司,北京市海淀区闵庄路3号玉泉慧谷21栋,五险一金;带薪年假;补充医疗保险;绩效奖金;交通补助;定期体检;节日福利;员工旅游,6千-8千/月,"岗位职责：1.参与各项目的测试工作，熟悉各种测试类型和测试计划，完成测试计划的编写以及测试用例的设计工作；2.编写和提交测试报告，保证测试进度按测试计划完成，并保证项目质量和进度；3.与项目相关人员就项目进度和问题进行沟通交流；4.学习和推广使用新的测试技术和测试工具。任职资格：1.本科及本科以上学历，对测试工作感兴趣；2.计算机(网络)、软件工程、电子技术、自动化、通信、应用数学等相关专业；3.熟悉计算机编程语言，如C语言，C++、C#、JAVA、.Net、PHP等；4.吃苦耐劳、细心，责任心强，有较强的学习能力和团队合作精神。
                ",https://m.zhaopin.com//jobs/58389662600126757411/
前端主管,湖南艾瓦特网络科技有限公司,海淀区西二旗领秀新硅谷一号院 c区12号楼106  （别墅区）,创业公司;14薪;节日福利;带薪年假;弹性工作;五险一金;健身俱乐部;定期体检,2.5万-4万/月,"岗位职责：1、负责PC端产品和移动端产品等前端研发工作；2、与UI设计师、产品经理、后端研发紧密工作，产出高质量前端页面；3、独立完成页面开发交互，前后端分离实现项目开发，独立部署与上线。任职要求： 1、5年以上工作经验，至少1年团队管理经验；2、精通各种前端技术（HTML/CSS/JavaScript等），熟悉ES6语法，具备跨终端（Mobile+PC）的前端开发能力；3、熟悉主流开发技术栈和框架(NodeJS、Express、npm、React、gulp/webpack等）；4、至少熟悉一门非前端的语言（如NodeJS/Java/PHP/C/C++/Python/Ruby等），并有实践经验；5、熟悉常见的数据结构知和基本的算法复杂度概念；6、强烈的责任心和团队合作能力，性格开朗，善于沟通，自驱学习，逻辑思维能力并且敢于创新和接受挑战。公司优越的办公环境、人性化的管理制度、完善的福利体系，为员工打造了广阔的发展平台。每年公司提供各种专业类、管理类专业培训，并有国内外参展和商务，学习交流的机会。在相亲相爱的企业氛围中，艾范们快乐工作，幸福生活。丰富多彩的企业文化形式，让艾范们在感恩、关怀中不断成长！ 丰富多彩的企业文化，让员工形成了良好的企业向心力和凝聚力，同时公司也拥有着优于同行业的个性化福利政策。1、公司实行弹性工作制，双休，每日工作7.5小时；法定节假日严格按照国家法定标准执行。2、舒适优美的工作环境以及个性化的下午茶、员工生日会配备，我们致力打造与一线城市媲美的工作环境品质。3、各种节假日均有“红包”+物资福利；4、为丰富员工的业余生活，公司定期组织员工外出旅游拓展活动，增进员工感情，提升企业凝聚力。我们期待优秀的您加入艾瓦特这个大家庭！
                ",https://m.zhaopin.com//jobs/22978253200081165306/
